placekey,safegraph_place_id,location_name,street_address,city,naics_code,latitude,longitude,postal_code
zzw-222@63f-yhy-yy9,sg:2076b7034cf543f39d137325f317cadb,Appalachian Conference Pentecostal Holiness Church,5847 Oak Grove Ave,Dublin,813110,37.113737,-80.6729,24084
zzw-224@63f-y8x-rff,sg:64ca3cb6eade4512b7e12bd4cd740de6,Gobble Stop,4338 Prices Fork Rd,Prices Fork,447110,37.208356,-80.49466899999999,24060
222-222@63f-rt8-xqz,sg:cd5fff002c9d410eb3abc5b0d0806076,Howell's Auto Sales,2454 Riner Rd,Christiansburg,,37.104996,-80.429331,24073
22y-222@63r-sy9-nbk,sg:f4bddc0a0a6e457d846b779a3f51d939,The Deli,19350 Diamond Lake Dr,Lansdowne,722513,39.081268,-77.493173,20176
222-222@63f-ybq-nh5,sg:05d84dce8f374742a37b073499dc8f91,Sub Station II,112 Turner St NW,Blacksburg,722513,37.232314,-80.418943,24060
zzw-226@63r-sry-ct9,sg:10a953f4437b4610adfdd6a0d9599f21,Edward Jones,50 Catoctin Cir NE Ste 201,Leesburg,523999,39.112655,-77.554087,20176
22t-222@63f-ybp-kxq,sg:a2a917311d7947dbb13ed9b11a6070b3,Champs Sports Bar & Cafe,111 N Main St,Blacksburg,722410,37.229409999999994,-80.414373,24060
224-222@63f-rt4-3kf,sg:97e97ce0cd924ba09edff3f4c9f5db91,Riner Food Center,4031 Riner Rd,Riner,447110,37.065389,-80.44169000000001,24149
226-222@63f-ybm-dy9,sg:daa7ca3800ab419596921ba00ac6c16f,Goodwill Industries,8400 Hunters Mill Rd,Blacksburg,453310,37.214012,-80.44870999999999,24060
zzy-222@63f-tx4-yjv,sg:2b1bf5a10a4d42e28f2db3727bd66bfc,New River Community College,New River Community College,Dublin,611310,37.105464000000005,-80.696512,24084
zzw-222@63f-wgj-8qf,sg:8515b11293be4e0288bf37eaf67c5d11,First Citizens Bancshares,1322 S Main St,Blacksburg,522110,37.217042,-80.403056,24060
228-222@63f-yc2-f9f,sg:9c80a35238e44e4eb5b773df8922dcef,Little Caesars,1576 N Franklin St,Christiansburg,722513,37.150809,-80.416795,24073
224-223@63f-yb5-249,sg:204c1acb5712413a80b7675dd21a2f32,Nagoya Sushi,1144 E Main St,Radford,722511,37.141121000000005,-80.557803,24141
225-22c@63f-yry-7nq,sg:97064e97bf6c46c3b128af3df58746eb,Chad Eversole RE MAX 8,1344 N Main St,Blacksburg,531210,37.245647,-80.414946,24060
222-223@63r-stm-hnq,sg:ab9c25bbf31f45769d5feba7bd71cf8a,Ball's Bluff Elem,821 Battlefield Pkwy NE,Leesburg,611110,39.123232,-77.534588,20176
222-222@63f-s4s-jvz,sg:cc524ee718ff4a8d87e230dca928cb18,Ferguson,1717 W Main St,Radford,423720,37.118047999999995,-80.590932,24141
22j-222@63f-wgh-g8v,sg:457901af3ea24e6aa15c0a52ca5d4160,Edward Jones,2001 S Main St Ste 105,Blacksburg,523999,37.205401,-80.39844699999999,24060
223-222@63f-rvs-6c5,sg:489fed0b1bb34fc5aefc73e460c45477,To Our House,110 Roanoke St,Christiansburg,624221,37.130545,-80.40425,24073
224-222@63f-ybf-wtv,sg:6cc04ec1bf61492ab01fe8f9d29eede0,Tropical Smoothie Café,896 Prices Fork Rd,Blacksburg,722515,37.231997,-80.431696,24060
224-222@63f-rw3-6c5,sg:74e862721be3497fbcd34ab9fd5bb956,United States Postal Service (USPS),2 E Main St,Christiansburg,491110,37.130311999999996,-80.409058,24073
222-222@63r-srz-kvf,sg:f5b90fae79cd44aeb3c20f2bb1cf56eb,Best Buy,609 Potomac Station Dr NE Ste 188,Leesburg,443142,39.097481,-77.528178,20176
223-222@63f-yj3-hyv,sg:2f24715a0e61424583d6d483c9bd6986,Family Dollar Stores,200 Broad St,Dublin,452319,37.103891,-80.687265,24084
226-222@63f-ykx-rtv,sg:59cd9f059ebb42f89bea2c8262111f76,Tuck Chiropractic Clinic,7350 Peppers Ferry Blvd Ste B,Fairlawn,621310,37.148932,-80.583597,24141
223-222@63f-ybf-w6k,sg:6f9c19032c94457e8bd1b991f1fd1170,Himalayan Curry Cafe,781 University City Blvd,Blacksburg,722511,37.233740000000004,-80.43401300000001,24060
223-223@63f-ybm-qzz,sg:3f379afb87b743f09d32ad9a65aa9142,Hethwood Dental of Blacksburg,907 Hethwood Blvd,Blacksburg,621210,37.217081,-80.454913,24060
223-222@63f-yj3-j9z,sg:c4e6fb6eb20e4cda9b264b9769bd21da,Walgreens,240 Broad St,Dublin,446110,37.104867999999996,-80.686192,24084
223-222@63f-tx5-4gk,sg:d906d15af08f4d15bc52f8c9a0aa4ca8,Woodyard Auto Service,321 Newbern Rd,Dublin,441310,37.098158000000005,-80.689014,24084
222-222@63r-ss2-3t9,sg:18972a136c7248fcbd9fb9b35e6881f5,Bank of America,554 Fort Evans Rd,Leesburg,522110,39.105722,-77.528074,20176
222-222@63f-ybj-qmk,sg:2456bf88d57d429a84309d2472aba88a,Redeemer Church Arp,1905 Stratford View Dr,Prices Fork,813110,37.217563,-80.48031999999999,24060
22w-222@63r-sry-d5f,sg:2fadbb1feaaf4757931fa52ae13c78e0,Brown Carrera Realty,110 E Market St Ste 100,Leesburg,531210,39.114707,-77.56230500000001,20176
223-222@63f-wgw-7t9,sg:f556751d08724737a8883299f5500645,NRV Homegrown Business Alliance,3195 Roanoke St,Christiansburg,5416,37.138478000000006,-80.34152399999999,24073
223-223@63f-yj3-j9z,sg:b2fbbc84ad9a4b46bf2f35364509bc82,Western Union,240 Broad St,Dublin,522390,37.104871,-80.686223,24084
zzy-222@63r-srr-nqz,sg:bc88190b47ed4042b0564ff36a2e2c2a,Giant Food,61 Catoctin Circle N.E. Leesburg Plaza,Leesburg,445110,39.111453000000004,-77.553127,20176
223-222@63f-ybv-b6k,sg:1c21af30156a4416833658cc6434fa88,Kabuki Japanese Steak House,120 Arbor Dr,Christiansburg,722511,37.169174,-80.418875,24073
227-222@63r-sry-dsq,sg:4200bff0e386465aa294ea05674a0cbc,Happy Nails,305 E Market St Ste Q,Leesburg,812113,39.111651,-77.56003,20176
224-222@63f-y98-7nq,sg:b712e8afd10d459da29d7481dc577803,Dove Truck Service,3041 Radford Rd,Plum Creek,811111,37.129323,-80.496234,24073
223-222@63f-wgj-94v,sg:27085b7a1c6b4d0bb3e95493cd19417c,Cafe MeKong,1411 S Main St,Blacksburg,722515,37.21613,-80.399712,24060
225-222@63f-yc3-92k,sg:32c86421f57c490b826a554b85b8deb5,Valley Sports and Spine Clinic,3706 S Main St Ste D,Blacksburg,622310,37.187155,-80.409436,24060
229-222@63f-yrx-d9z,sg:8b1e5ed975624b3eb81f4d4e8aab0b7a,Comfort Care Senior Homes,212 Woodbine Dr,Blacksburg,621610,37.261595,-80.40706999999999,24060
zzy-222@63f-rbj-kzz,sg:f4cae7f7aa48432ba9a9adc5d558fd92,Big Sand Cemetery,Big Sand Cemetery,Radford,812220,36.936075,-80.530108,24141
228-222@63f-yb4-ht9,sg:2d689b06cd6f486abc2b0f68c8e961ba,Radford Pawn & Coin,7381 Lee Hwy,Fairlawn,522298,37.145623,-80.583636,24141
222-222@63f-yb3-5pv,sg:f01bb42aac8d457d937bd88c2571d01d,Dan's Garage of Radford,796 Auburn Ave,Radford,811111,37.122415999999994,-80.532583,24141
zzw-222@63r-srr-nkf,sg:13046045758c4b88a46210084dc086e1,Snips Barber Shop,13 Catoctin Cir NE,Leesburg,812111,39.111151,-77.55444200000001,20176
zzw-222@63f-y9z-c89,sg:7538951b92994f1a8e211eee945a6917,Radford City Health Department,220 E Main St,Radford,452210,37.134706,-80.538754,24141
zzw-222@63f-ybp-hqz,sg:7fcffa4390d04c7a9bf91eda3c347bd2,Simmerman Bridget A Lcsw Acsw,205 Washington St SW,Blacksburg,713940,37.226582,-80.414041,24060
222-222@63f-wgj-b49,sg:e0bea071bc134e079426d829a8fd4c0d,The Children's Nest Preschool And Daycare Center,1155 Draper Rd SW,Blacksburg,624410,37.218183,-80.405057,24060
224-222@63f-wgj-b6k,sg:fc933c6bc89e4b6e89bab84213e328bd,Hokie Spokes,200 Country Club Dr SW Ste A3,Blacksburg,451110,37.217618,-80.4045,24060
224-222@63f-ykx-psq,sg:87e997ecaead425e862c4ecdea4e54d8,U.S. Cellular,7391 Peppers Ferry Blvd,Fairlawn,517312,37.152297,-80.582897,24141
22d-223@63r-syc-2hq,sg:dbb0e6733a8a45faa5ba798442874bd3,Inova,44045 Riverside Pkwy Fl 1,Lansdowne,621111,39.074022,-77.47755,20176
222-222@63f-s2j-ty9,sg:63a2d38dbbb74c62bf33e4a2b39c0a23,Camp Ottari,2881 Simpkinstown Rd,Hiwassee,721211,36.993651,-80.578385,24347
zzw-222@63f-ysy-n5z,sg:c0b3f7512d36410595eec4750b42bcf0,First Christian Church,115 Rose Rd,Newport,813110,37.290638,-80.495638,24128
zzy-222@63r-srz-pn5,sg:1a517a62eda248b7b706363de3b0fd78,Jewels Belly Dance,705H E Market St,Leesburg,713940,39.105585999999995,-77.549481,20176
224-222@63r-sry-d9z,sg:e1ad3c3d3f3d4679a3a8457b20c4eb43,Trinity House Cafe,101 E Market St,Leesburg,722515,39.114783,-77.562975,20176
22b-222@63f-yc2-f9f,sg:0a92cfaa75e34148841c01fce6d7ef98,China Garden,1572 N Franklin St,Christiansburg,722511,37.150745,-80.41675500000001,24073
238-222@63r-sy9-qvf,sg:1b8734fd4ae24af3994e91b922240da5,Radiance Salon Medi Spa Landsdowne,19305 Winmeade Dr,Lansdowne,812112,39.08205,-77.49435799999999,20176
222-222@63f-s3r-8vz,sg:fa3df767f9a940299b1fda36a669fb7a,Bethel United Methodist Church,1060 Lovely Mount Dr,Radford,813110,37.099979,-80.527188,24141
zzy-222@63f-ybv-p5f,sg:4d0c7c90b6804d9b84780b51a99a1ef5,Roselawn Memorial Cemetery,Roselawn Memorial Cemetery,Christiansburg,812220,37.168737,-80.423919,24073
222-222@63r-stb-b8v,sg:d54ef572db17436ba4c66d3eec55d45c,Hidden Brook Winery,43301 Spinks Ferry Rd,Leesburg,312130,39.207972,-77.500906,20176
222-222@63f-yc2-b49,sg:4b2aeec39060443196712daff5879c61,Pizza Hut,2500 Market St,Christiansburg,722513,37.16431,-80.42282900000001,24073
zzy-222@63f-tx4-tjv,sg:5900b36409b44166a34dccdf21036e64,Exxon Mobil,16 Broad St & Rt 11,Dublin,447110,37.101384,-80.69238399999999,24084
222-222@63f-yc3-ffz,sg:bcdecb5579204092886366504275cec1,Warm Hearth Village,2387 Warm Hearth Dr,Merrimac,6233,37.197272999999996,-80.419618,24060
zzw-222@63f-ybv-k9f,sg:e3fee8922c2f4971aa596ba2c673476a,HomeGoods,782 New River Rd,Christiansburg,442299,37.164823,-80.426985,24073
zzw-22f@63r-srz-rzf,sg:0e7bd67b18f44f2d86e79f5f6d5ef0d1,Leesburg Premium Outlets,241 Fort Evans Rd NE,Leesburg,531120,39.105709999999995,-77.539796,20176
223-222@63r-sry-2c5,sg:353f3fa7f5d84d658f62d5eae3624b61,KinderCare,60 Plaza St NE,Leesburg,624410,39.109442,-77.548742,20176
222-224@63f-s3r-2tv,sg:00ea0143187347e2bc5de4a6d95ffab2,Carilion Clinic Vascular Surgery,2900 Lamb Cir Ste 301,Christiansburg,621111,37.088854,-80.505177,24073
zzw-222@63f-wgh-7h5,sg:9db1c38f734547bd8a8bec695b6c1120,Farhi Vision & Glaucoma Specialists,1901 S Main St Ste 1,Blacksburg,621111,37.207512,-80.39865400000001,24060
zzw-22b@63r-syc-qj9,sg:afb31cea267c46ae91e87937f8155c54,Loudoun Rheumatology Center Leesburg,19465 Deerfield Ave,Lansdowne,621111,39.078216999999995,-77.478468,20176
227-222@63f-ybq-mrk,sg:0d2b319422694ca591c58d54474d1842,Fisher Auto Parts,606 N Main St,Blacksburg,441310,37.233638,-80.418134,24060
223-222@63r-syb-pjv,sg:96b7e0830ef041b1be8572abf35cc5d2,Loudoun Internal Medicine Associates,44055 Riverside Pkwy Ste 116,Lansdowne,621111,39.073725,-77.476955,20176
223-222@63f-ybt-ysq,sg:c8f30a05abb84897b83c5fa56ae2a15f,Mike Petersen's Kempo Karate School,3065 N Franklin St,Christiansburg,611620,37.17201,-80.419988,24073
226-222@63r-srr-nqz,sg:4dcc2eb7846b43429b875ef64329ccf2,Giant Pharmacy,61 Catoctin Cir NE,Leesburg,446110,39.111584,-77.552775,20176
222-222@63r-syf-6zf,sg:a8d533f3410d4b2d9f8eb7f3e22964a3,Clarion,1500 E Market St,Leesburg,721110,39.093193,-77.524229,20176
22k-223@63f-ybq-mp9,sg:aa700626f1a64f94bb8f3bb86e4d016c,Drs Jacobs and Diaz Optometrists,620 N Main St,Blacksburg,446130,37.234265,-80.419234,24060
224-222@63f-ybx-4d9,sg:4d63e46b20ab4e27a424b83d8be5b4e3,Life In Balance Counseling & Wellness Center,125 Akers Farm Rd Ste D,Christiansburg,621330,37.147925,-80.413202,24073
22k-222@63r-syc-2hq,sg:cd4029dd5e9644319b92ca3535d043ba,Gastrointestinal Medicine Associates,44055 Riverside Pkwy Ste 242,Lansdowne,621111,39.074008,-77.47784300000001,20176
222-222@63r-stk-73q,sg:f066346eb92b4b6abbe302521d898afa,Smart's Mill Middle,850 N King St,Leesburg,611110,39.132859,-77.54786800000001,20176
zzy-224@63f-ybv-mrk,sg:1eee03b6e082478c90efefb5991cb2d7,Spencer's,782 New River Rd,Christiansburg,453220,37.165392,-80.427829,24073
222-223@63f-y8w-7qz,sg:4489d7d2b1ed456da4505d5aff067ea3,Belview Elem,3187 Peppers Ferry Rd,Belview,611110,37.170372,-80.51106300000001,24141
222-223@63f-yb4-yqf,sg:d47dfe0255d7445e8d423f292003db53,Community Life Church,8100 Beth Nelson Dr,Fairlawn,813110,37.152368,-80.563858,24141
zzw-223@63r-syb-pjv,sg:e166a60c069042e89f46272d887a629c,Surgical Specialists,44055 Riverside Pkwy Ste 246,Lansdowne,621111,39.073838,-77.476582,20176
227-222@63f-y9z-pqf,sg:1b78a2ae856f405894055b6158c895c6,Norwood Unisex,526 E Main St,Radford,812199,37.137198,-80.544193,24141
zzw-222@63r-syc-qfz,sg:87f58dcadbcb44beae3241da5e174dcb,Kelly Boardman PA C,19415 Deerfield Ave,Lansdowne,621111,39.079402,-77.47788800000001,20176
22h-222@63r-ss2-9vf,sg:cf35bc36187d4e1e9c8ee70060ec48e4,Star Home Theater,42714 Cool Breeze Sq,Leesburg,811211,39.104332,-77.522981,20176
223-222@63f-wqk-2tv,sg:883125245a0b4cf395b30c02c0ed9124,United States Postal Service (USPS),4917 Catawba Creek Rd,Catawba,491110,37.38272,-80.10866800000001,24070
22j-224@63r-sry-d5f,sg:5134ad893c0f4d6a88f674223296d3d6,Waves Salon,120 E Market St Ste A,Leesburg,812112,39.114315000000005,-77.56144,20176
zzw-222@63r-srr-pgk,sg:a27be354947b49ad8a9516a729e5e126,Neuhaus,B Leesburg Va 20175,Leesburg,445292,39.108267,-77.549767,20176
222-222@63f-rvx-wrk,sg:d04c62b751114a99969298282b8cce3a,Lucento Wallpaper and Painting,1260 Sherwood Dr,Christiansburg,444120,37.137784,-80.384074,24073
zzy-222@63f-yrt-hdv,sg:fc75a77ed0db460ebafbd37149b0d16a,Mt Tabor Nursery School & Day Care Ctr,1531 Mount Tabor Rd,Blacksburg,813110,37.268879,-80.393514,24060
zzw-222@63r-syd-wrk,sg:428685cc902343f69097b6c522e9050e,Winwood Children's Center,18792 Upper Meadow Dr,Lansdowne,624410,39.093394,-77.505381,20176
zzy-222@63f-yc2-9mk,sg:7616683fe9c54b7888491a037584f8a6,Carpetland USA,2425 Sycamore Street 2823 Thomas Dr,Christiansburg,442210,37.162687,-80.422608,24073
222-222@63f-wh9-t7q,sg:d549947c7aac42258b774b599d43c1bb,United States Postal Service (USPS),9420 Roanoke Rd,Elliston,491110,37.220803000000004,-80.228291,24087
222-222@63r-ss3-v75,sg:cf5c8dcd6c864510867c7b043d0c872e,Heritage Hall Leesburg,122 Morven Park Rd NW,Leesburg,623110,39.120912,-77.57134599999999,20176
229-223@63f-ybq-nqz,sg:e136414cc862464190d07e0f042a7a6a,Ceritano's Ristorante,428 N Main St,Blacksburg,722511,37.231978000000005,-80.416112,24060
223-223@63f-yc3-5zz,sg:e90496a52f1241b3a0398506aa57c6f0,Top Auto Upholstery,811 Cinnabar Rd,Christiansburg,811111,37.18152,-80.404756,24073
229-222@63f-s4s-wp9,sg:c7344783a70b41058ef7dcaa277c015f,Radford Fire Department,1500 Wadsworth St,Radford,922160,37.120157,-80.567043,24141
zzy-222@63f-y7m-d9z,sg:18261cf3905a44b78fc54fec65d66b56,Oak View Christian Church,1649 Spruce Run Rd,Newport,813110,37.272077,-80.557175,24128
zzw-225@63f-ybv-mrk,sg:cf91cb9b830b4a79a1e1191364701d55,Pretzel Twister,782 New River Rd,Christiansburg,722515,37.165021,-80.427738,24073
222-222@63f-yry-z4v,sg:564117c350a248148080577039e56efb,Kibbles On Main,1531 N Main St,Blacksburg,812910,37.251802000000005,-80.41160500000001,24060
225-222@63r-syb-zvf,sg:624d4aa07bc04f3abdc7c0d0eb251211,Shady Grove Fertility Center,19500 Sandridge Way Ste 280,Lansdowne,621111,39.076223,-77.48035300000001,20176
22f-222@63r-ss3-snq,sg:7888fc80e7b742a6a73d659c78eed8bc,Capital Caring,209 Gibson St NW Ste 202,Leesburg,621610,39.119228,-77.568139,20176
222-222@63f-yj4-7qz,sg:b16f538267eb4839abfbcae56397a67f,Glazed and Confused,703 Broad St,Dublin,722515,37.110243,-80.678961,24084
227-222@63r-srr-pd9,sg:d00a7f5df138421c8d8cdeca3ed1bf94,TD Bank,552 E Market St,Leesburg,522110,39.108548,-77.550661,20176
zzy-222@63f-ykx-psq,sg:a6c4936b197e45d7950852a96fa8af50,Subway,7397 Peppers Ferry Blvd Peppers Ferry Shopping Cen,Radford,722513,37.152115,-80.582718,24141
222-222@63f-whb-r8v,sg:64c05a36a2514e1084c5610472323f6c,Shell Oil,5230 Northfork Rd,Elliston,447110,37.233593,-80.23604499999999,24087
222-222@63f-wgz-8gk,sg:f413192c43cb40e1a0a730e9809e8e17,Wendy's,2330 Roanoke St,Christiansburg,722513,37.136424,-80.364098,24073
22p-222@63f-ybp-m49,sg:80692668c9214dfaaa6328f560d3395c,Happy Wok,133 College Ave,Blacksburg,722511,37.230222999999995,-80.415745,24060
225-222@63f-ybf-wzf,sg:330eaac255ed4c05893df0d7194f8365,BB&T (Branch Banking and Trust),902 Prices Fork Rd Ste 110,Blacksburg,522110,37.232106,-80.433312,24060
222-223@63f-s3q-xqz,sg:66f348b729ef4786a5f2e28a782eca9f,Stagecoach Antiques,3980 Mud Pike,Christiansburg,453310,37.101765,-80.510705,24073
222-223@63r-syb-zzz,sg:91d7e8149bed4f069715a2e5e0c13c02,Kaila Mullaly PA C,19490 Sandridge Way,Lansdowne,621111,39.076829,-77.48184499999999,20176
225-222@63r-srz-py9,sg:7e35452f86d24502a55e823684f1d632,Western Union,7 Fort Evans Rd NE,Leesburg,522390,39.107124,-77.54782900000001,20176
zzy-222@63r-srz-sbk,sg:b3db7f9cc42140a9a1ce938f9954c2ee,Xuan Saigon,15 Fort Evans Rd NE,Leesburg,722511,39.107189,-77.547574,20176
222-222@63f-wgh-94v,sg:8919d94e63f04d1a9d4c37090aa40d8c,McClain's,1614 S Main St,Blacksburg,722511,37.211937,-80.401588,24060
222-222@63f-rw3-4y9,sg:ad6a10c15ed646ef9305c9a9511e84c3,Independence Secondary,208 College St,Christiansburg,611110,37.128689,-80.41385,24073
229-222@63f-ybp-m49,sg:c292af3b141b4fa1b9f010dd14571bb2,High Peak Sportswear,209 College Ave,Blacksburg,339950,37.229841,-80.41635600000001,24060
225-222@63f-s4s-t5f,sg:0ef6b9a7fb2c49e1b384a7d15c5ef0ae,Carilion Clinic Hospice New River Valley,701 Randolph St,Radford,621610,37.129369,-80.56841999999999,24141
227-222@63f-ybq-rkz,sg:273b6955c7474bc9a72d3a325878f266,D'Rose Florist,801 N Main St,Blacksburg,453110,37.236357,-80.421304,24060
zzw-228@63r-srz-bp9,sg:2be634bb33204c6b9ce9951e55832bfe,Ralph Lauren,241 Fort Evans Rd NE,Leesburg,448140,39.104537,-77.539408,20176
zzz-222@63f-wgh-jn5,sg:08d23712fff8463c8611b48fbd4f15bb,Dehart Street Tot Lot Park,507 Dehart St,Blacksburg,712190,37.210004,-80.406023,24060
228-222@63r-syh-f2k,sg:ddc8873937b84aeabf2dc49451aea607,River Creek Club,43800 Olympic Blvd,Leesburg,713910,39.10543,-77.48473800000001,20176
222-223@63f-rw2-w8v,sg:54bdf49f88d54da8b459eab4b37ee6b2,Western Union,555 N Franklin St,Christiansburg,522390,37.136227000000005,-80.411727,24073
229-222@63f-ykx-qxq,sg:90b53d7f81f64df49c1804a7f89f8f09,Fairlawn Tax & Bookkeeping,7436 Peppers Ferry Blvd,Fairlawn,541213,37.150794,-80.580966,24141
zzy-222@63r-srx-ysq,sg:9e19da5c605d4c8f9f5cf8940c1238c7,Mobile Notary by Derrick Spruill,120 Washington St NE Ste 7 10,Leesburg,541120,39.115091,-77.548538,20176
226-222@63f-yc2-7yv,sg:27b11c7a699c4681a5640d2ba2409a84,Which Wich,85 Conston Ave,Christiansburg,722513,37.15846,-80.421058,24073
zzz-222@63r-sry-7bk,sg:36188b25ae5648808609b99a2b646b2d,Ida Lee Park,60 Ida Lee Dr NW Leesburg Va 20176,Leesburg,712190,39.124088,-77.565963,20176
zzw-222@63r-ss2-3t9,sg:cd04cfa940cb477785cdfe15f7aad8c5,Walgreens,526 Fort Evans Rd,Leesburg,446110,39.106336,-77.528602,20176
222-222@63f-ybv-835,sg:ffff885b967b45fb81b953fae0736435,First Bank & Trust Company,150 Peppers Fry Rd NE,Christiansburg,522110,37.163265,-80.420804,24073
222-222@63f-rvt-wp9,sg:22bf20a9aa1e455494122fefd879e072,Christiansburg Victory Restoration Center,190 Bishops Gate Rd,Christiansburg,813110,37.119251,-80.426721,24073
zzw-222@63r-srz-f4v,sg:85c129d87dae4be3b6adfc85a9b21897,Aéropostale,241 Fort Evans Rd NE,Leesburg,448140,39.107653000000006,-77.535709,20176
22f-222@63r-syc-r8v,sg:ca2e40a8965c49929777ceadec35411b,Laser Spine and Joint Center,19455 Deerfield Ave Ste 210,Lansdowne,621310,39.077645000000004,-77.47728000000001,20176
zzy-222@63f-yj5-zzz,sg:8af962d358e94e0692dcacbbfe82d16f,Dublin Church of God,632 E Main St,Dublin,813110,37.107946999999996,-80.679771,24084
225-222@63f-ybn-yn5,sg:acda5cf643ce49adb15498c8b0ff88b4,Price's Chevron Service,1107 N Main St,Blacksburg,811111,37.240592,-80.419422,24060
zzy-223@63f-ybf-wtv,sg:04c030f0c3604a9b9c7ea8c847cb8466,Panda Express,900 Prices Fork Rd,Blacksburg,722513,37.232011,-80.431882,24060
223-222@63f-rvy-hqz,sg:8a11277beda14533a04a164a857027a9,Northwest True Value,520 Roanoke St,Christiansburg,444130,37.131109,-80.395724,24073
zzw-226@63f-ybv-mp9,sg:6ac218658790487fb5789ff727582ce5,Wonder Universe,782 New River Rd Ste 812,Christiansburg,611620,37.165603999999995,-80.427761,24073
22r-226@63r-ss3-snq,sg:499ebc75860d494fb20404784c3f239e,Bryan Spillare MPT,224D Cornwall St NW,Leesburg,621340,39.11939,-77.569037,20176
222-222@63f-s3q-k9f,sg:ec7f0224eba543b8b44c501253e5231f,Integrity Pro Wash,2630 Dry Valley Rd,Radford,811192,37.098110999999996,-80.529119,24141
226-222@63r-srz-rzf,sg:0ddc8b73dfb34e938ee85fcf249f9bb7,South Philly Steak & Fries,241 Fort Evans Rd NE Ste 639,Leesburg,722513,39.106032,-77.53919300000001,20176
zzy-222@63f-wg7-73q,sg:b2a376c3a95d4536b2e70e339c0605c4,Ponnie's Boutique & Gifts,4005 Oldtown Rd,Shawsville,448120,37.169104,-80.25390300000001,24162
223-222@63f-s3r-2tv,sg:ffe9eedbd5e24da3884b0bf1b71057f2,Jill Devlin D O,2900 Lamb Cir Ste 202,Christiansburg,621111,37.088833,-80.505121,24073
223-222@63f-ybv-85f,sg:2301deb3e89040d287fc5e777d1c4d36,Snappy Lube,2405 Market St,Christiansburg,811111,37.162807,-80.420637,24073
222-222@63f-yc2-c89,sg:3e444461de504bbbae4aa520ce627e90,Red Lobster,75 Peppers Fry Rd NW,Christiansburg,722511,37.163885,-80.42534,24073
222-222@63f-y9d-vpv,sg:81f8248578ac4005aff455058bbf4825,Agee's New & Used Auto Parts,1450 Radford Rd,Christiansburg,441310,37.128227,-80.439532,24073
224-222@63f-ybf-w8v,sg:d9e69821374b4c2fbc3e598e4193ed49,Marco & Luca,725 University City Blvd,Blacksburg,722511,37.232915999999996,-80.433854,24060
223-222@63r-ss2-j9z,sg:f3c9a093c79140078f610db0eab116cb,American Job Centers,102 Heritage Way NE,Leesburg,561311,39.114584,-77.540801,20176
zzw-222@63f-y9z-ckf,sg:08d83b5a56014ebeba76d7834da475e5,Cryptix Escape Rooms,220 E Main St Ste C,Radford,713990,37.134802,-80.538763,24141
222-222@63f-yrt-hdv,sg:8c0f83534b1949b0a31fb7987fe61086,Slussers Chapel Church Of God,1543 Mount Tabor Rd,Blacksburg,813110,37.269386,-80.39403100000001,24060
222-223@63f-s3r-5mk,sg:9d10d3b380ac4567b003fa6de4c897eb,Pennell Wayne MD OB Gyn,2875 Barn Rd,Christiansburg,621111,37.091883,-80.505728,24073
222-223@63f-ybq-d7q,sg:c9b4f01d4a99481e85c4fe1d52b6c6a6,The Adventure Club Of Montgomert Co At Harding Elem School,429 Harding Ave,Blacksburg,624410,37.234491,-80.411023,24060
222-222@63r-ss3-v4v,sg:050e7631773b450699b662ca3f227361,Lansdowne Internal Medicine,224D Cornwall St NW Ste 302,Leesburg,621111,39.119981,-77.56920500000001,20176
22c-222@63f-rw3-3yv,sg:55946984014348c4bb3fbfdfc2641b0f,Kindred at Home,15 W Main St Ste 200,Christiansburg,621610,37.129644,-80.409596,24073
222-222@63f-s3r-2tv,sg:5ef37e71af59421bba7be7f68a8f5e51,Michael S Donovan DO,2900 Lamb Cir Ste 301,Christiansburg,621111,37.089261,-80.505615,24073
zzw-222@63f-ybx-2c5,sg:26b2653ac39b46c5a5257e9a09fa7167,Alejandro's Mexican Grill,1635 N Franklin St,Christiansburg,722511,37.151338,-80.412485,24073
zzy-222@63r-sy9-mff,sg:3d0aed39bb624947ac88dc6eccb28278,Lansdowne Town Center,Belmont Ridge Road & Rt 7,Lansdowne,531120,39.081778,-77.496266,20176
zzw-222@63f-whb-qzz,sg:a6bdbeba4b35481eb96a4b548ae7468c,A 1 Auto Sales,5254 Northfork Rd,Elliston,441120,37.235051,-80.235206,24087
222-222@63r-ss2-fcq,sg:ab5405a797da4c38b860cef26eda19ef,Hobby Lobby Stores,240 Fort Evans Rd NE,Leesburg,451120,39.110618,-77.535725,20176
zzw-222@63f-ybv-6c5,sg:aba6cc77d5144757b9799d5442ca43f9,Hampton,380 Arbor Dr,Christiansburg,721110,37.165739,-80.416702,24073
222-222@63f-wgz-kcq,sg:161bc41103eb42978d19731879470b9b,Power Zone,2700 Roanoke St,Christiansburg,423820,37.139140000000005,-80.35078399999999,24073
229-222@63f-ybq-q4v,sg:253da3ec2f95407aba34088aa989da6d,Starbucks,320 Turner St NW,Blacksburg,722515,37.232993,-80.42114699999999,24060
222-222@63f-wgh-9fz,sg:32b9e552732d40d4b8f2341d9ee3cd63,Blacksburg Children's Museum,1531 S Main St,Blacksburg,712110,37.212973999999996,-80.39955400000001,24060
223-222@63f-wgh-975,sg:6120675c787c46b480ce12c828373e31,Sport Clips,1480 S Main St Ste 112,Blacksburg,812111,37.213603000000006,-80.402703,24060
